Record number,Number of inquiries in the past three months,Age of the most recent inquiry,Number of derogatory public records,Age of the most recent derogatory public record,Bankruptcy on file,Subject’s age,Subject’s average income in last 5 years,Credit Score,Education,Number of bank accounts opened in last 5 years,Number of bank accounts closed in last 5 years,Marital_status,Gendre,Head of household,Housing  type
20351,10,12,11,4,TRUE,50,125,NaN,BS,1,1,Single,Female,FALSE,Rental
20352,4,6,0,6,TRUE,67,125,670,HS,1,1,Divorced,Female,FALSE,Rental
20353,3,13,1,3,TRUE,60,49,760,MS,6,2,Separated,Female,FALSE,Owner
20354,6,7,1,3,TRUE,67,75,670,HS,4,0,Separated,Male,TRUE,Rental
20355,5,12,11,1,TRUE,65,250,600,PhD,6,1,Widowed,Male,FALSE,Rental
20356,7,15,2,1,FALSE,57,310,NaN,None,5,0,Single,Female,FALSE,Owner
20357,7,3,2,4,TRUE,40,49,810,None,6,2,Widowed,Male,TRUE,Owner
20358,3,11,2,4,TRUE,65,175,620,PhD,2,0,Married,Female,TRUE,Owner
20359,7,7,5,3,FALSE,20,49,850,MS,4,3,Divorced,Male,FALSE,Rental
20360,3,6,11,3,FALSE,37,175,500,None,2,2,Single,Male,TRUE,Rental
20361,5,6,1,6,FALSE,35,310,760,BS,0,0,Married,Female,FALSE,Rental
20362,0,10,2,4,TRUE,22,310,600,None,5,2,Separated,Male,FALSE,Owner
20363,5,15,1,3,FALSE,24,175,730,PhD,0,2,Widowed,Female,FALSE,Rental
20364,9,5,11,4,TRUE,40,250,300,BS,0,0,Single,Male,FALSE,Owner
20365,9,2,0,6,TRUE,50,125,810,PhD,2,2,Separated,Female,TRUE,Owner
20366,10,5,5,6,FALSE,40,310,760,HS,1,1,Married,Female,FALSE,Rental
20367,7,2,0,3,TRUE,57,310,300,MS,0,0,Separated,Female,FALSE,Rental
20368,6,2,5,4,TRUE,50,310,730,BS,4,0,Separated,Female,FALSE,Owner
20369,7,6,0,4,TRUE,77,310,760,BS,4,3,Married,Male,TRUE,Owner
20370,1,7,2,4,TRUE,NaN,125,730,HS,3,3,Divorced,Male,FALSE,Owner
20371,5,8,0,4,TRUE,65,250,760,None,3,3,Divorced,Female,TRUE,Owner
20372,4,12,1,4,FALSE,77,49,600,MS,3,0,Widowed,Female,TRUE,Owner
20373,1,10,2,3,FALSE,57,250,800,BS,6,2,Widowed,Male,TRUE,Rental
20374,5,13,5,1,TRUE,63,310,800,MS,5,3,Widowed,Male,FALSE,Rental
20375,2,2,1,3,TRUE,35,49,730,MS,4,0,Single,Male,TRUE,Rental
20376,10,6,0,1,FALSE,67,49,500,BS,3,2,Single,Female,FALSE,Rental
20377,3,7,2,6,FALSE,44,125,850,PhD,4,2,Widowed,Female,FALSE,Owner
20378,8,10,5,4,TRUE,48,75,800,MS,0,1,Married,Female,TRUE,Owner
20379,9,7,11,6,FALSE,67,75,600,BS,4,2,Divorced,Female,TRUE,Owner
20380,5,15,11,4,FALSE,40,175,620,None,5,2,Married,Female,FALSE,Rental
20381,8,6,11,1,TRUE,30,175,670,None,1,3,Married,Female,FALSE,Owner
20382,8,7,2,1,TRUE,66,75,300,PhD,6,2,Married,Male,FALSE,Owner
20383,3,10,5,6,TRUE,60,175,800,HS,1,0,Separated,Male,TRUE,Owner
20384,3,11,1,3,FALSE,60,310,600,None,3,2,Widowed,Male,FALSE,Owner
20385,3,12,11,4,TRUE,30,125,850,MS,6,0,Separated,Female,FALSE,Rental
20386,0,12,0,4,FALSE,70,49,600,HS,2,3,Divorced,Male,TRUE,Owner
20387,1,13,5,4,TRUE,57,250,810,PhD,0,1,Separated,Male,FALSE,Rental
20388,0,11,11,6,TRUE,60,310,500,HS,1,1,Single,Female,FALSE,Owner
20389,6,8,0,6,FALSE,70,49,800,PhD,0,2,Divorced,Male,TRUE,Rental
20390,2,5,11,4,TRUE,57,175,810,MS,5,0,Separated,Male,FALSE,Owner
20391,7,13,1,3,TRUE,77,250,850,BS,0,0,Widowed,Male,TRUE,Owner
20392,5,5,5,3,TRUE,44,175,850,HS,1,0,Separated,Male,FALSE,Rental
20393,9,2,1,4,TRUE,37,49,620,PhD,5,3,Single,Female,FALSE,Owner
20394,8,10,5,1,FALSE,70,75,850,PhD,3,3,Married,Male,FALSE,Owner
20395,8,6,2,1,TRUE,65,75,730,PhD,4,3,Single,Male,FALSE,Rental
20396,0,1,0,3,TRUE,65,250,660,HS,6,0,Separated,Female,TRUE,Rental
20397,10,12,2,6,TRUE,40,125,760,BS,0,0,Single,Male,TRUE,Owner
20398,0,7,5,3,FALSE,65,175,620,MS,2,0,Divorced,Male,TRUE,Owner
20399,0,7,11,4,FALSE,56,125,NaN,None,1,0,Widowed,Female,FALSE,Rental
20400,1,1,0,3,TRUE,48,75,810,BS,4,0,Separated,Female,TRUE,Rental
20401,2,3,1,1,FALSE,63,125,850,None,1,1,Single,Female,TRUE,Owner
20402,3,8,0,1,FALSE,24,125,600,PhD,4,0,Single,Male,TRUE,Rental
20403,3,10,5,4,TRUE,77,310,600,MS,2,1,Separated,Male,FALSE,Owner
20404,1,14,2,3,TRUE,24,49,760,BS,3,0,Separated,Female,FALSE,Rental
20405,0,14,11,4,TRUE,65,250,600,MS,2,0,Single,Female,TRUE,Owner
20406,10,6,5,3,FALSE,40,75,300,None,4,1,Married,Male,TRUE,Rental
20407,7,4,0,4,TRUE,77,75,810,None,2,2,Married,Male,TRUE,Owner
20408,1,12,11,6,TRUE,56,75,730,MS,3,3,Married,Female,TRUE,Rental
20409,6,3,1,6,TRUE,67,75,800,MS,3,1,Widowed,Male,FALSE,Owner
20410,2,10,0,1,FALSE,57,125,810,HS,0,3,Divorced,Female,FALSE,Owner
20411,2,9,5,1,TRUE,60,310,300,BS,2,1,Single,Female,FALSE,Owner
20412,3,4,5,3,FALSE,40,49,730,HS,4,2,Divorced,Female,FALSE,Rental
20413,2,2,1,3,TRUE,65,49,660,PhD,2,0,Divorced,Female,FALSE,Rental
20414,3,10,5,1,FALSE,37,250,500,BS,2,3,Married,Female,FALSE,Rental
20415,10,5,11,4,TRUE,37,250,NaN,None,3,0,Widowed,Female,TRUE,Owner
20416,9,7,1,4,TRUE,56,250,800,None,0,3,Married,Male,FALSE,Rental
20417,2,12,2,1,TRUE,22,310,300,BS,4,0,Separated,Female,TRUE,Owner
20418,3,5,11,3,FALSE,30,49,670,None,2,3,Separated,Female,FALSE,Owner
20419,2,12,0,3,FALSE,57,310,810,MS,6,2,Married,Female,FALSE,Owner
20420,10,15,0,3,TRUE,NaN,310,850,HS,3,1,Separated,Male,TRUE,Owner
20421,2,14,5,4,FALSE,77,175,670,None,4,3,Single,Male,FALSE,Rental
20422,2,15,2,6,TRUE,40,310,660,HS,3,1,Divorced,Female,FALSE,Owner
20423,6,10,11,4,TRUE,48,75,730,PhD,4,1,Divorced,Female,FALSE,Rental
20424,10,6,0,3,TRUE,30,310,810,PhD,3,3,Separated,Male,FALSE,Rental
20425,6,12,11,3,FALSE,70,175,730,PhD,2,3,Divorced,Female,TRUE,Owner
20426,10,8,5,3,TRUE,20,175,600,PhD,1,0,Widowed,Male,TRUE,Owner
20427,9,12,2,4,TRUE,24,49,660,PhD,0,3,Widowed,Female,TRUE,Rental
20428,2,5,0,4,FALSE,40,49,800,MS,5,2,Separated,Female,TRUE,Rental
20429,10,5,1,6,TRUE,22,49,NaN,BS,6,1,Divorced,Male,TRUE,Owner
20430,9,7,11,4,FALSE,57,75,620,None,6,0,Widowed,Male,FALSE,Owner
20431,8,3,1,4,TRUE,22,250,760,HS,3,1,Widowed,Female,FALSE,Owner
20432,4,10,2,6,FALSE,40,310,660,MS,1,2,Divorced,Female,TRUE,Owner
20433,6,4,11,1,FALSE,67,175,800,HS,3,0,Married,Female,TRUE,Owner
20434,0,4,11,1,FALSE,57,125,620,PhD,3,2,Married,Male,TRUE,Rental
20435,9,11,5,3,TRUE,60,125,660,None,4,2,Separated,Male,FALSE,Rental
20436,6,1,1,1,TRUE,48,175,760,BS,1,2,Divorced,Female,FALSE,Rental
20437,6,1,0,1,FALSE,63,250,810,None,6,3,Separated,Female,FALSE,Owner
20438,0,11,11,6,FALSE,67,49,810,BS,3,0,Married,Female,TRUE,Owner
20439,2,2,1,3,FALSE,66,125,850,None,5,3,Separated,Female,FALSE,Owner
20440,3,2,11,6,FALSE,40,49,730,MS,6,0,Separated,Female,FALSE,Owner
20441,6,6,1,4,FALSE,50,310,300,PhD,5,2,Married,Female,FALSE,Rental
20442,4,12,0,4,TRUE,65,125,810,PhD,3,3,Married,Male,TRUE,Owner
20443,9,15,2,6,TRUE,20,310,850,BS,3,1,Married,Female,FALSE,Owner
20444,2,11,11,3,TRUE,67,250,600,MS,5,2,Divorced,Male,FALSE,Owner
20445,6,3,2,6,TRUE,48,125,730,PhD,6,2,Married,Male,FALSE,Rental
20446,10,9,1,3,FALSE,48,310,760,PhD,3,0,Single,Male,TRUE,Owner
20447,0,11,2,4,TRUE,48,250,730,None,4,1,Divorced,Male,TRUE,Owner
20448,1,13,0,4,FALSE,63,49,NaN,None,3,1,Married,Male,TRUE,Owner
20449,5,13,0,1,FALSE,24,250,810,PhD,1,2,Divorced,Male,TRUE,Owner
20450,3,7,5,6,TRUE,67,175,NaN,PhD,4,1,Married,Female,FALSE,Rental
20451,7,4,11,3,TRUE,66,310,500,MS,0,3,Separated,Male,TRUE,Rental
20452,6,10,0,1,FALSE,37,310,500,BS,3,1,Separated,Female,TRUE,Owner
20453,6,2,5,6,TRUE,66,250,800,BS,4,2,Single,Female,FALSE,Owner
20454,4,3,1,1,FALSE,35,175,300,None,4,3,Married,Male,FALSE,Rental
20455,7,1,2,6,TRUE,24,310,660,MS,3,0,Single,Male,FALSE,Rental
20456,1,4,1,6,TRUE,30,75,660,None,0,2,Widowed,Male,FALSE,Rental
20457,7,3,5,4,TRUE,67,310,670,BS,5,3,Widowed,Female,FALSE,Owner
20458,9,14,1,6,FALSE,35,175,810,PhD,5,2,Married,Male,FALSE,Rental
20459,4,7,11,3,FALSE,50,310,600,BS,2,3,Divorced,Female,FALSE,Owner
20460,4,11,11,6,TRUE,30,310,730,BS,5,1,Separated,Female,TRUE,Rental
20461,2,11,2,4,FALSE,48,125,810,None,3,1,Divorced,Male,FALSE,Owner
20462,1,2,2,4,FALSE,48,49,730,None,4,1,Married,Male,TRUE,Rental
20463,9,10,1,3,FALSE,77,175,600,HS,1,1,Widowed,Male,TRUE,Owner
20464,3,5,11,1,TRUE,48,49,NaN,HS,1,3,Single,Male,TRUE,Owner
20465,7,8,0,4,TRUE,50,175,600,None,2,0,Married,Male,FALSE,Rental
20466,9,15,11,6,FALSE,63,75,800,PhD,2,2,Married,Male,FALSE,Owner
20467,6,2,1,6,TRUE,35,49,300,PhD,6,1,Divorced,Female,FALSE,Rental
20468,0,4,11,6,TRUE,35,49,600,BS,0,2,Divorced,Male,TRUE,Rental
20469,9,12,2,3,FALSE,48,175,850,MS,6,3,Married,Male,TRUE,Rental
20470,3,2,5,6,FALSE,40,75,620,BS,0,3,Divorced,Male,TRUE,Rental
20471,4,12,2,4,FALSE,77,175,760,None,1,1,Single,Female,FALSE,Owner
20472,10,10,11,3,TRUE,20,49,NaN,MS,6,1,Widowed,Male,TRUE,Rental
20473,4,15,1,1,TRUE,70,75,810,PhD,6,3,Single,Female,FALSE,Owner
20474,3,7,1,4,FALSE,66,49,760,MS,1,1,Single,Female,FALSE,Rental
20475,6,8,11,1,TRUE,20,310,NaN,None,3,2,Single,Female,TRUE,Rental
20476,4,15,2,1,FALSE,57,250,NaN,MS,6,1,Widowed,Male,TRUE,Rental
20477,8,2,2,3,TRUE,67,250,620,None,4,0,Single,Female,FALSE,Rental
20478,0,13,11,6,FALSE,40,250,600,None,3,2,Separated,Female,TRUE,Owner
20479,0,5,1,4,FALSE,20,310,800,BS,4,2,Single,Male,TRUE,Rental
20480,10,10,2,4,TRUE,77,250,500,HS,3,1,Divorced,Female,FALSE,Rental
20481,0,2,0,6,FALSE,57,125,NaN,BS,1,2,Married,Female,FALSE,Rental
20482,7,13,5,3,TRUE,40,310,NaN,PhD,6,3,Divorced,Male,TRUE,Rental
20483,9,14,1,4,FALSE,50,310,500,None,3,3,Married,Male,TRUE,Owner
20484,0,3,5,1,TRUE,57,175,670,HS,0,2,Married,Male,FALSE,Owner
20485,5,3,5,6,TRUE,22,49,300,MS,0,3,Married,Female,TRUE,Owner
20486,10,14,1,4,TRUE,NaN,175,300,PhD,1,0,Single,Female,TRUE,Owner
20487,0,13,2,6,TRUE,66,250,600,None,6,2,Divorced,Female,FALSE,Rental
20488,9,6,0,6,TRUE,57,49,760,PhD,5,3,Separated,Male,TRUE,Rental
20489,6,9,11,6,TRUE,63,49,670,None,6,2,Single,Male,FALSE,Owner
20490,9,11,1,4,TRUE,67,175,850,HS,6,3,Widowed,Male,TRUE,Rental
20491,6,13,11,1,TRUE,30,250,660,HS,2,2,Married,Female,FALSE,Rental
20492,2,4,1,3,FALSE,66,75,800,None,6,3,Single,Male,TRUE,Owner
20493,10,2,0,1,TRUE,37,175,600,PhD,2,1,Separated,Male,FALSE,Rental
20494,4,11,11,6,TRUE,56,49,850,None,4,3,Widowed,Male,TRUE,Rental
20495,3,11,2,6,TRUE,67,175,760,None,1,3,Divorced,Female,TRUE,Rental
20496,3,15,1,1,FALSE,57,125,810,MS,1,3,Single,Female,FALSE,Owner
20497,1,10,2,1,FALSE,48,175,660,PhD,1,0,Divorced,Male,TRUE,Owner
20498,8,13,0,1,TRUE,66,175,810,HS,6,3,Widowed,Male,TRUE,Owner
20499,0,8,5,3,FALSE,56,75,800,MS,6,1,Separated,Female,FALSE,Rental
20500,4,4,1,1,TRUE,65,250,NaN,HS,0,1,Widowed,Male,FALSE,Rental
20501,2,11,1,3,TRUE,37,49,810,MS,5,1,Single,Female,TRUE,Owner
20502,2,10,2,6,FALSE,50,250,620,BS,0,1,Married,Male,FALSE,Rental
20503,4,1,2,3,TRUE,67,49,850,HS,1,2,Widowed,Female,TRUE,Rental
20504,0,2,11,6,FALSE,66,125,800,BS,3,2,Divorced,Male,TRUE,Rental
20505,10,13,5,6,TRUE,65,125,760,PhD,1,3,Divorced,Male,TRUE,Rental
20506,3,7,5,3,FALSE,20,175,760,MS,6,0,Separated,Female,TRUE,Owner
20507,10,13,1,4,FALSE,24,125,810,HS,3,1,Single,Female,TRUE,Rental
20508,7,10,1,4,FALSE,48,250,500,PhD,1,2,Single,Male,FALSE,Owner
20509,6,15,0,3,TRUE,56,125,730,MS,4,0,Divorced,Female,FALSE,Rental
20510,8,8,0,3,FALSE,NaN,310,660,PhD,6,1,Single,Female,TRUE,Rental
20511,3,9,1,3,FALSE,77,125,760,MS,0,3,Single,Male,FALSE,Owner
20512,4,13,0,4,TRUE,77,310,670,MS,5,3,Single,Male,FALSE,Owner
20513,5,2,11,4,TRUE,67,125,620,None,2,2,Divorced,Male,FALSE,Owner
20514,9,9,0,1,TRUE,60,175,800,None,3,1,Single,Female,TRUE,Owner
20515,8,13,11,3,TRUE,57,175,620,MS,5,3,Divorced,Female,FALSE,Owner
20516,0,2,1,4,FALSE,44,125,600,HS,2,2,Widowed,Male,FALSE,Owner
20517,3,13,5,3,FALSE,22,250,730,HS,2,1,Widowed,Male,FALSE,Rental
20518,0,9,1,1,TRUE,24,250,600,HS,3,0,Married,Male,FALSE,Owner
20519,6,12,0,6,FALSE,50,125,500,None,5,3,Married,Female,FALSE,Owner
20520,1,14,0,1,TRUE,70,49,730,HS,6,0,Separated,Female,TRUE,Owner
20521,2,8,5,1,FALSE,20,175,500,None,2,2,Married,Female,FALSE,Rental
20522,6,15,1,6,TRUE,20,75,NaN,None,5,2,Separated,Male,TRUE,Rental
20523,3,10,11,3,FALSE,44,49,500,None,2,2,Divorced,Female,FALSE,Rental
20524,3,9,2,3,TRUE,20,175,810,HS,0,0,Married,Female,FALSE,Owner
20525,9,14,5,4,TRUE,56,75,660,BS,0,2,Separated,Male,TRUE,Owner
20526,5,13,0,1,FALSE,63,75,670,MS,5,3,Divorced,Male,TRUE,Rental
20527,1,1,2,3,TRUE,48,49,620,None,1,0,Single,Male,TRUE,Rental
20528,10,5,5,1,TRUE,20,49,620,None,4,0,Widowed,Female,TRUE,Rental
20529,0,14,1,6,TRUE,40,250,800,PhD,4,1,Widowed,Female,TRUE,Owner
20530,3,13,11,4,FALSE,35,310,500,MS,2,1,Separated,Female,FALSE,Rental
20531,6,2,5,6,FALSE,NaN,250,300,HS,5,0,Married,Male,FALSE,Rental
20532,7,15,1,6,FALSE,44,75,600,None,6,3,Single,Male,FALSE,Owner
20533,8,2,1,4,TRUE,40,175,730,MS,0,0,Widowed,Female,FALSE,Owner
20534,3,15,0,6,FALSE,35,310,300,HS,6,3,Married,Female,TRUE,Rental
20535,1,9,5,1,TRUE,22,175,620,HS,5,2,Separated,Male,FALSE,Owner
20536,1,2,11,6,FALSE,30,250,NaN,MS,0,2,Widowed,Female,FALSE,Rental
20537,1,1,5,3,FALSE,35,75,600,HS,4,1,Married,Male,FALSE,Owner
20538,6,7,11,6,TRUE,56,75,NaN,BS,0,1,Single,Female,TRUE,Owner
20539,5,9,1,4,FALSE,44,250,600,PhD,5,1,Single,Male,TRUE,Owner
20540,10,2,0,3,FALSE,40,310,850,HS,4,0,Widowed,Male,TRUE,Owner
20541,5,8,1,3,FALSE,57,49,670,None,6,0,Separated,Male,FALSE,Owner
20542,7,1,2,1,TRUE,44,250,800,PhD,4,3,Divorced,Female,TRUE,Owner
20543,10,4,11,3,FALSE,NaN,250,660,BS,2,0,Separated,Female,FALSE,Owner
20544,4,10,2,1,TRUE,35,49,810,HS,0,3,Divorced,Female,TRUE,Owner
20545,7,8,2,3,FALSE,77,49,810,HS,0,0,Separated,Female,FALSE,Owner
20546,5,11,2,6,TRUE,35,125,620,PhD,5,1,Widowed,Female,TRUE,Rental
20547,0,2,1,3,FALSE,37,49,810,MS,2,3,Divorced,Male,FALSE,Owner
20548,7,2,1,3,FALSE,22,175,800,PhD,6,1,Separated,Male,TRUE,Rental
20549,2,13,1,1,TRUE,30,310,600,BS,6,3,Separated,Female,FALSE,Rental
20550,2,7,0,6,TRUE,22,49,850,BS,0,1,Divorced,Male,FALSE,Owner
20551,1,6,1,1,FALSE,50,310,810,None,0,0,Married,Male,TRUE,Rental
20552,2,2,5,3,TRUE,44,49,670,MS,0,1,Separated,Female,FALSE,Rental
20553,10,6,1,3,TRUE,40,310,300,HS,0,3,Single,Male,FALSE,Rental
20554,6,14,1,3,TRUE,50,75,730,BS,4,1,Single,Female,FALSE,Rental
20555,8,4,5,4,FALSE,60,175,620,BS,4,3,Widowed,Female,TRUE,Owner
20556,2,6,1,3,FALSE,35,75,600,MS,5,1,Divorced,Male,FALSE,Owner
20557,6,10,5,4,TRUE,37,250,810,MS,1,2,Divorced,Female,FALSE,Owner
20558,4,11,1,3,FALSE,44,250,300,HS,3,0,Separated,Female,TRUE,Owner
20559,9,4,1,1,FALSE,77,125,660,PhD,0,2,Single,Male,TRUE,Rental
20560,7,3,1,3,TRUE,24,125,NaN,MS,2,0,Divorced,Female,TRUE,Owner
20561,7,14,1,3,FALSE,60,175,300,PhD,5,2,Separated,Male,FALSE,Owner
20562,1,12,2,4,TRUE,70,49,760,MS,4,1,Widowed,Female,FALSE,Rental
20563,2,9,5,3,FALSE,65,310,810,BS,4,3,Divorced,Female,TRUE,Owner
20564,6,7,1,3,TRUE,56,75,760,None,0,0,Separated,Female,TRUE,Rental
20565,3,8,1,1,FALSE,37,175,620,HS,2,2,Married,Male,FALSE,Owner
20566,5,10,5,6,FALSE,24,125,660,None,6,0,Separated,Female,TRUE,Owner
20567,8,15,0,6,TRUE,67,49,500,HS,3,3,Single,Female,FALSE,Rental
20568,4,4,0,4,TRUE,60,175,500,HS,5,2,Married,Female,FALSE,Owner
20569,0,7,5,3,TRUE,67,175,600,None,3,0,Separated,Male,TRUE,Owner
20570,2,15,1,6,FALSE,60,125,600,None,3,1,Widowed,Female,FALSE,Owner
20571,7,7,1,4,FALSE,24,175,730,BS,2,2,Divorced,Female,FALSE,Rental
20572,8,15,5,6,TRUE,60,125,600,MS,6,2,Single,Male,FALSE,Rental
20573,10,4,11,4,FALSE,35,49,300,HS,6,1,Divorced,Male,TRUE,Owner
20574,1,7,11,3,FALSE,60,310,730,PhD,3,2,Married,Female,TRUE,Rental
20575,3,6,0,3,TRUE,57,250,620,HS,2,1,Single,Female,TRUE,Owner
20576,10,1,2,4,TRUE,NaN,49,NaN,None,5,2,Divorced,Female,FALSE,Owner
20577,2,3,5,3,FALSE,77,125,620,MS,1,0,Married,Male,FALSE,Rental
20578,3,8,5,4,FALSE,NaN,49,850,HS,1,1,Single,Female,FALSE,Owner
20579,3,8,5,6,TRUE,24,250,600,PhD,2,2,Divorced,Male,TRUE,Rental
20580,9,12,5,1,FALSE,56,175,850,HS,2,2,Divorced,Male,FALSE,Rental
20581,4,4,0,4,FALSE,48,310,660,MS,4,3,Widowed,Male,TRUE,Rental
20582,7,11,2,4,TRUE,30,125,850,BS,1,0,Married,Female,TRUE,Rental
20583,2,14,11,6,FALSE,44,49,760,BS,3,1,Single,Female,TRUE,Owner
20584,7,4,5,3,TRUE,63,49,620,PhD,3,3,Married,Male,TRUE,Rental
20585,7,9,1,3,TRUE,66,175,300,PhD,2,1,Married,Female,TRUE,Owner
20586,9,14,1,1,FALSE,77,125,500,None,6,3,Separated,Male,TRUE,Owner
20587,2,6,2,1,TRUE,35,49,600,HS,1,2,Married,Male,FALSE,Owner
20588,7,11,2,6,TRUE,48,310,810,BS,6,3,Divorced,Female,FALSE,Owner
20589,8,4,0,4,TRUE,40,310,300,BS,6,2,Widowed,Male,TRUE,Rental
20590,3,1,11,3,TRUE,67,125,670,BS,6,2,Married,Male,TRUE,Owner
20591,7,14,5,1,TRUE,40,250,800,None,3,0,Married,Male,TRUE,Rental
20592,8,4,11,1,FALSE,48,310,670,HS,0,1,Single,Male,FALSE,Rental
20593,2,15,2,1,TRUE,63,125,300,HS,2,0,Single,Female,TRUE,Rental
20594,7,2,1,3,TRUE,20,75,660,PhD,1,1,Divorced,Female,TRUE,Rental
20595,9,7,2,3,TRUE,66,49,850,PhD,5,1,Single,Male,FALSE,Rental
20596,9,7,1,1,FALSE,20,125,760,None,2,0,Separated,Female,TRUE,Owner
20597,8,6,1,1,FALSE,60,125,300,None,0,3,Single,Female,FALSE,Rental
20598,8,3,5,6,TRUE,NaN,125,730,BS,6,3,Separated,Male,TRUE,Owner
20599,8,9,0,3,FALSE,40,175,600,MS,2,0,Separated,Female,FALSE,Rental
20600,6,4,5,1,FALSE,37,175,800,HS,3,3,Married,Male,FALSE,Rental
20601,2,2,5,1,FALSE,48,75,730,None,4,0,Divorced,Male,TRUE,Owner
20602,1,15,1,4,TRUE,70,175,500,MS,0,0,Divorced,Male,FALSE,Rental
20603,3,10,5,1,FALSE,48,75,730,PhD,6,3,Married,Female,TRUE,Owner
20604,10,5,11,4,TRUE,35,75,660,None,2,1,Widowed,Female,FALSE,Owner
20605,3,10,11,3,FALSE,22,250,670,PhD,2,1,Married,Male,FALSE,Owner
20606,4,1,5,4,FALSE,22,310,500,HS,3,0,Divorced,Male,TRUE,Rental
20607,2,13,11,3,FALSE,37,250,760,None,0,2,Widowed,Male,FALSE,Rental
20608,3,14,5,3,TRUE,44,310,620,PhD,4,1,Separated,Female,TRUE,Owner
20609,3,10,0,3,FALSE,48,125,300,MS,5,0,Widowed,Female,FALSE,Rental
20610,10,3,5,1,FALSE,56,125,620,PhD,3,3,Widowed,Male,FALSE,Rental
20611,2,5,1,6,TRUE,30,175,660,PhD,4,2,Married,Male,FALSE,Owner
20612,10,7,0,6,TRUE,44,125,810,None,1,3,Separated,Female,FALSE,Owner
20613,4,13,5,4,TRUE,37,125,810,PhD,4,0,Separated,Male,TRUE,Rental
20614,10,7,5,6,FALSE,65,75,620,BS,3,0,Separated,Female,TRUE,Owner
20615,6,13,5,1,TRUE,40,310,850,None,3,0,Separated,Female,FALSE,Rental
20616,10,6,1,3,TRUE,67,250,600,PhD,5,3,Married,Female,FALSE,Rental
20617,10,13,0,3,FALSE,65,310,300,BS,6,3,Separated,Female,FALSE,Rental
20618,9,15,5,4,FALSE,30,310,500,HS,4,2,Divorced,Male,FALSE,Owner
20619,8,11,1,4,TRUE,67,250,810,BS,2,3,Widowed,Male,FALSE,Owner
20620,10,10,1,6,TRUE,65,250,NaN,MS,4,3,Divorced,Male,FALSE,Owner
20621,3,15,2,3,FALSE,22,125,730,HS,3,2,Divorced,Female,TRUE,Rental
20622,0,6,2,3,TRUE,24,49,600,None,4,0,Separated,Male,TRUE,Owner
20623,1,11,1,4,TRUE,56,250,NaN,MS,4,2,Separated,Male,TRUE,Rental
20624,4,12,0,6,FALSE,NaN,175,850,BS,6,3,Widowed,Male,FALSE,Rental
20625,10,13,2,3,TRUE,37,175,500,MS,6,1,Divorced,Female,FALSE,Owner
20626,6,4,11,1,FALSE,NaN,175,800,BS,4,1,Single,Male,FALSE,Rental
20627,1,15,2,1,TRUE,50,49,670,MS,2,1,Widowed,Male,FALSE,Rental
20628,10,5,11,3,FALSE,30,125,670,None,6,3,Separated,Female,TRUE,Owner
20629,5,12,0,3,TRUE,22,125,300,None,3,3,Widowed,Male,TRUE,Rental
20630,6,6,0,1,FALSE,37,175,660,PhD,5,0,Separated,Female,TRUE,Owner
20631,3,8,0,3,TRUE,70,49,730,BS,6,0,Divorced,Female,TRUE,Owner
20632,6,2,11,6,FALSE,24,250,500,PhD,6,3,Single,Female,FALSE,Rental
20633,9,8,0,1,TRUE,50,310,660,HS,3,2,Divorced,Female,TRUE,Rental
20634,3,7,11,1,TRUE,24,175,NaN,HS,3,3,Widowed,Male,TRUE,Owner
20635,1,7,2,4,TRUE,56,250,NaN,HS,4,0,Married,Female,FALSE,Owner
20636,8,6,11,4,TRUE,37,250,500,MS,4,3,Married,Male,FALSE,Owner
20637,1,6,2,1,TRUE,63,75,500,None,6,3,Divorced,Female,FALSE,Owner
20638,3,10,2,4,FALSE,37,125,660,MS,2,1,Divorced,Female,FALSE,Rental
20639,9,5,2,1,FALSE,22,125,620,BS,4,1,Separated,Female,TRUE,Rental
20640,10,2,0,1,TRUE,44,75,850,HS,3,1,Married,Female,FALSE,Rental
20641,5,3,1,3,TRUE,67,310,NaN,BS,1,0,Married,Female,FALSE,Rental
20642,10,1,1,6,FALSE,77,310,NaN,MS,4,3,Single,Male,TRUE,Owner
20643,5,10,11,4,TRUE,63,250,810,None,0,1,Married,Male,FALSE,Owner
20644,0,5,0,4,TRUE,50,175,800,PhD,0,1,Single,Female,TRUE,Rental
20645,5,9,2,1,TRUE,77,250,600,HS,4,1,Widowed,Female,FALSE,Owner
20646,10,6,5,1,FALSE,57,49,760,PhD,4,0,Widowed,Female,FALSE,Owner
20647,7,1,1,4,TRUE,24,250,660,HS,1,1,Single,Male,TRUE,Owner
20648,5,10,0,3,TRUE,63,175,760,HS,3,2,Separated,Female,FALSE,Rental
20649,9,4,2,4,FALSE,48,310,730,MS,4,0,Divorced,Male,FALSE,Rental
20650,1,10,1,1,FALSE,24,49,800,HS,1,0,Single,Male,TRUE,Owner
20651,4,11,0,4,FALSE,22,75,660,BS,2,2,Separated,Female,FALSE,Owner
20652,3,10,0,6,FALSE,66,310,810,BS,3,3,Widowed,Male,TRUE,Rental
20653,10,4,11,1,TRUE,77,75,730,PhD,5,1,Single,Female,FALSE,Rental
20654,3,7,5,4,FALSE,48,49,800,PhD,1,3,Divorced,Male,FALSE,Rental
20655,4,15,1,1,FALSE,66,310,800,PhD,4,3,Married,Male,TRUE,Rental
20656,3,15,5,6,TRUE,37,250,NaN,HS,6,1,Single,Male,FALSE,Rental
